fwy,dir,sta_from,sta_to,mid_x,mid_y,x1,y1,x2,y2,speed_pm_mph,vol_day_veh,cell_euclidean_mid,cell_weighted_mid
2,W,718064,767542,-90.32107384805167,5297.568990362839,-411.96988960953297,5093.241130362606,231.32774191342963,5501.896850363073,35.30678560979675,7534.0,5,5
2,W,767542,718066,645.8378986933993,5809.362690363139,231.32774191342963,5501.896850363073,1060.348055473369,6116.8285303632065,23.397613353399443,8344.5,22,22
2,W,718066,767573,1100.1852941230845,6468.321430363248,1060.348055473369,6116.8285303632065,1140.0225327727999,6819.814330363289,18.612878499083116,9050.5,22,22
2,W,767573,767621,1100.0930782931105,7223.7946103633,1140.0225327727999,6819.814330363289,1060.1636238134208,7627.774890363312,17.80215788964918,8674.5,22,22
2,W,767621,762329,1099.908646632507,7820.30283036328,1060.1636238134208,7627.774890363312,1139.653669451593,8012.830770363249,20.057476494912034,7684.0,22,22
2,W,762329,767454,1247.8689461994272,8451.654210363089,1139.653669451593,8012.830770363249,1356.0842229472612,8890.477650362927,26.64696122279325,6787.5,22,22
2,W,767454,718072,1374.2046335830373,8978.531770362875,1356.0842229472612,8890.477650362927,1392.3250442188134,9066.585890362825,41.98539812256183,6246.0,23,23
2,W,718072,767471,1463.192909732785,9500.511250362772,1392.3250442188134,9066.585890362825,1534.0607752467565,9934.436610362718,54.45931751471934,9165.0,23,23
2,W,767471,718076,1475.7342626407133,10219.861090362669,1534.0607752467565,9934.436610362718,1417.40775003467,10505.285570362621,57.987934038941354,11075.5,42,42
2,W,718076,767598,1601.4244392125393,11266.603050362946,1417.40775003467,10505.285570362621,1785.4411283904085,12027.920530363272,59.6450527218778,10598.0,42,42
2,W,767598,767610,1964.524270652214,12563.481050363285,1785.4411283904085,12027.920530363272,2143.6074129140197,13099.041570363299,60.144581425184754,11291.0,6,6
2,W,767610,768230,2068.1748638051913,13986.317630363188,2143.6074129140197,13099.041570363299,1992.742314696363,14873.593690363075,62.96432313211055,6228.5,6,6
5,N,762347,716896,20563.30452551002,-20976.62268963721,20896.710859623337,-21193.195749637376,20229.8981913967,-20760.049629637044,48.5986711403003,5983.0,21,21
5,N,716896,716899,19964.27049248601,-20587.78192963694,20229.8981913967,-20760.049629637044,19698.642793575324,-20415.51422963684,42.87046888015806,6168.5,21,21
5,N,716899,716900,19390.91856817466,-20215.583509636974,19698.642793575324,-20415.51422963684,19083.194342773993,-20015.652789637108,38.88242909272981,6007.0,21,21
5,N,716900,762353,18765.787455201804,-19809.432489636907,19083.194342773993,-20015.652789637108,18448.380567629614,-19603.212189636703,29.265589029063314,6667.5,21,21
5,N,762353,718358,17931.787486810812,-19265.355989637035,18448.380567629614,-19603.212189636703,17415.194405992013,-18927.499789637368,28.903908614445083,7058.0,18,18
5,N,718358,769625,17089.2575541256,-18702.68904963704,17415.194405992013,-18927.499789637368,16763.320702259185,-18477.87830963671,28.226655504977,6381.0,18,18
5,N,769625,718081,16497.139708366685,-18234.087509636847,16763.320702259185,-18477.87830963671,16230.958714474187,-17990.29670963698,29.247994905232787,4901.0,18,18
5,N,718081,759518,15732.43993637552,-17523.977229636956,16230.958714474187,-17990.29670963698,15233.921158276853,-17057.65774963693,25.62235247954843,4514.0,18,18
5,N,759518,715918,14535.939539440998,-15969.727389637024,15233.921158276853,-17057.65774963693,13837.957920605142,-14881.79702963712,15.666449562179064,5165.0,28,28
5,N,715918,764232,13629.273496846956,-14512.381609637243,13837.957920605142,-14881.79702963712,13420.589073088768,-14142.966189637367,15.54017893842666,5020.5,28,28
5,N,764232,763985,12983.301606247536,-13400.573109637116,13420.589073088768,-14142.966189637367,12546.014139406305,-12658.180029636866,16.210988143273386,6401.5,28,28
5,N,763985,759531,12260.882792406297,-12407.82134963697,12546.014139406305,-12658.180029636866,11975.75144540629,-12157.462669637074,19.37690540193323,8232.0,28,28
5,N,759531,759542,11891.051205361477,-12083.601849636885,11975.75144540629,-12157.462669637074,11806.350965316664,-12009.741029636696,21.698240408960032,8264.5,28,28
5,N,759542,759552,11535.974151149861,-11770.959629636836,11806.350965316664,-12009.741029636696,11265.597336983059,-11532.178229636978,24.12889649878925,8696.5,28,28
5,N,759552,715930,11080.935136993405,-11055.56164963685,11265.597336983059,-11532.178229636978,10896.27293700375,-10578.94506963672,30.833098718430453,9847.0,28,28
5,N,715930,716921,10764.7270552135,-10312.27800963687,10896.27293700375,-10578.94506963672,10633.181173423249,-10045.610949637017,37.83144831424566,10384.5,28,28
5,N,716921,715933,10406.284123199312,-9751.447849636981,10633.181173423249,-10045.610949637017,10179.387072975373,-9457.284749636945,39.29671344531242,9229.0,28,28
5,N,715933,716923,9964.61640442317,-9228.188189637156,10179.387072975373,-9457.284749636945,9749.845735870966,-8999.091629637365,31.943034075131557,7979.5,13,13
5,N,716923,763975,9446.547870320852,-8645.6506296371,9749.845735870966,-8999.091629637365,9143.250004770738,-8292.209629636836,28.3713635141286,7709.5,13,13
5,N,763975,716925,9023.461641331669,-8140.92574963675,9143.250004770738,-8292.209629636836,8903.6732778926,-7989.641869636664,39.25951901742613,8630.0,13,13
5,N,716925,715938,8604.709556361751,-7571.189989636805,8903.6732778926,-7989.641869636664,8305.745834830903,-7152.738109636945,42.74042446600552,9683.0,13,13
5,N,715938,716929,8053.581647130506,-6893.640809636966,8305.745834830903,-7152.738109636945,7801.4174594301085,-6634.5435096369865,42.650471517503725,9948.0,13,13
5,N,716929,764435,7586.139603811738,-6406.39316963718,7801.4174594301085,-6634.5435096369865,7370.861748193367,-6178.242829637374,46.67538468970282,10426.5,13,13
5,N,764435,715944,7142.350920940951,-6045.716369637388,7370.861748193367,-6178.242829637374,6913.840093688536,-5913.189909637402,43.6372640363066,10078.5,13,13
5,N,715944,718086,6681.456201566725,-5807.936849637372,6913.840093688536,-5913.189909637402,6449.072309444914,-5702.683789637343,34.27354377618176,8635.0,13,13
5,N,718086,716933,5961.665538886301,-5451.712849637016,6449.072309444914,-5702.683789637343,5474.258768327688,-5200.741909636689,26.85414647165254,9572.5,13,13
5,N,716933,759566,5106.917008698721,-5191.001409636761,5474.258768327688,-5200.741909636689,4739.575249069753,-5181.260909636833,26.711138233882146,11280.5,13,13
5,N,759566,759576,4476.483485489251,-5132.057469636877,4739.575249069753,-5181.260909636833,4213.391721908748,-5082.854029636921,29.761263837191798,11195.0,13,13
5,N,759576,716937,3767.0209957921343,-4851.308429636985,4213.391721908748,-5082.854029636921,3320.650269675521,-4619.76282963705,38.013753852453725,11363.5,16,16
5,N,716937,763700,3059.7716860202936,-4482.393949637031,3320.650269675521,-4619.76282963705,2798.893102365066,-4345.025069637011,47.86958012130472,8310.5,16,16
5,N,763700,716942,2624.881830764285,-2603.590649637069,2798.893102365066,-4345.025069637011,2450.870559163504,-862.1562296371271,54.50435002032245,6324.0,45,45
5,N,716942,763237,2230.2441853935306,135.7162503627461,2450.870559163504,-862.1562296371271,2009.6178116235576,1133.5887303626193,61.58415258280784,8267.5,47,47
5,N,763237,716951,1348.5225248703832,1684.7897103626933,2009.6178116235576,1133.5887303626193,687.4272381172091,2235.990690362767,64.31257059060472,9611.5,54,54
5,N,716951,718371,456.1960438733502,2426.904490362856,687.4272381172091,2235.990690362767,224.9648496294914,2617.818290362945,62.0108289374657,12203.5,54,54
5,N,718371,716953,54.91885872808036,2825.2631103628237,224.9648496294914,2617.818290362945,-115.12713217333068,3032.707930362702,60.50642188262077,13675.0,5,5
5,N,716953,763674,-396.6159538801872,3417.65249036292,-115.12713217333068,3032.707930362702,-678.1047755870437,3802.5970503631384,60.497013854379176,11047.5,5,5
5,N,763674,763669,-877.3831846642847,4010.4314903632194,-678.1047755870437,3802.5970503631384,-1076.6615937415256,4218.265930363301,61.09390199899485,8359.0,5,5
5,N,763669,716956,-1364.4210919023462,4426.489990363189,-1076.6615937415256,4218.265930363301,-1652.1805900631668,4634.714050363077,63.53392125999278,9809.5,5,5
5,N,716956,759591,-2055.8553867936603,4962.217490363177,-1652.1805900631668,4634.714050363077,-2459.530183524154,5289.720930363275,64.06096412077696,11421.0,5,5
5,N,759591,775734,-2622.060584263674,5658.468430363257,-2459.530183524154,5289.720930363275,-2784.590985003195,6027.215930363237,63.10817899867081,11285.0,5,5
5,N,775734,759602,-2831.1138713430682,6164.139530363194,-2784.590985003195,6027.215930363237,-2877.6367576829416,6301.063130363153,62.90508283132531,10624.0,5,5
5,N,759602,761599,-3139.3913917248888,7368.343630362989,-2877.6367576829416,6301.063130363153,-3401.146025766836,8435.624130362825,64.14058580077862,11305.0,25,25
5,N,761599,761604,-3793.5243832973274,9060.073670363054,-3401.146025766836,8435.624130362825,-4185.902740827819,9684.52321036328,64.4532573668604,10430.0,25,25
5,N,761604,718384,-4372.178717845951,9861.744650363136,-4185.902740827819,9684.52321036328,-4558.454694864083,10038.966090362992,62.4374804181029,9720.5,25,25
5,N,718384,716963,-4792.221824438781,10434.820010362955,-4558.454694864083,10038.966090362992,-5025.98895401348,10830.673930362918,62.22156072257755,10236.0,25,25
5,N,716963,716968,-5116.452683446089,10908.375290362903,-5025.98895401348,10830.673930362918,-5206.916412878699,10986.076650362887,63.48264812492876,9990.0,25,25
5,N,716968,716971,-5497.719033436528,11241.333410363073,-5206.916412878699,10986.076650362887,-5788.521653994357,11496.590170363257,63.78226560794046,9100.0,25,25
5,N,716971,716973,-5818.1690434057255,11524.531490363108,-5788.521653994357,11496.590170363257,-5847.816432817093,11552.47281036296,64.35032999472408,8801.0,25,25
5,N,716973,716974,-6213.313875841992,12070.500430362947,-5847.816432817093,11552.47281036296,-6578.81131886689,12588.528050362931,64.55613063782387,9312.5,25,25
5,N,716974,716978,-6959.155510555622,12986.942330362757,-6578.81131886689,12588.528050362931,-7339.499702244352,13385.356610362584,65.09344312437398,9734.5,25,25
5,N,716978,716981,-7774.297341669731,13769.076650362731,-7339.499702244352,13385.356610362584,-8209.094981095112,14152.796690362877,65.86180957988915,9231.5,25,25
5,N,716981,716985,-8628.630900621774,14539.411050362833,-8209.094981095112,14152.796690362877,-9048.166820148437,14926.02541036279,64.09588647780424,7927.0,32,32
5,N,716985,716988,-9502.606431408096,15585.652070362794,-9048.166820148437,14926.02541036279,-9957.046042667755,16245.278730362797,64.07215385533851,7941.5,32,32
5,N,716988,716990,-10798.930464541842,16770.764790362933,-9957.046042667755,16245.278730362797,-11640.814886415928,17296.25085036307,61.496949900057345,7394.0,49,49
5,N,716990,716994,-11995.015890240826,17506.423010363185,-11640.814886415928,17296.25085036307,-12349.216894065721,17716.595170363296,59.057812533542986,7205.0,49,49
5,N,716994,761644,-12747.220417238394,17754.55529036316,-12349.216894065721,17716.595170363296,-13145.223940411066,17792.51541036303,63.73590509002103,7410.5,49,49
5,N,761644,716997,-13393.837818648943,17818.452970363196,-13145.223940411066,17792.51541036303,-13642.45169688682,17844.390530363362,66.00978940173897,7061.0,49,49
5,N,716997,717000,-14211.14672177334,18077.049330363254,-13642.45169688682,17844.390530363362,-14779.84174665986,18309.708130363146,64.50641773945787,7122.5,49,49
5,N,717000,775462,-15393.722528347047,18660.755750363125,-14779.84174665986,18309.708130363146,-16007.603310034232,19011.803370363104,63.744651097748566,7151.0,49,49
5,N,775462,764156,-16098.804766109255,19113.38287036292,-16007.603310034232,19011.803370363104,-16190.006222184278,19214.96237036273,52.451705029838024,11730.0,49,49
5,N,764156,718389,-16423.220056777165,19481.462450363004,-16190.006222184278,19214.96237036273,-16656.433891370056,19747.962530363275,45.86706088709086,11765.5,49,49
5,N,718389,718092,-16750.724577756417,19856.33255036295,-16656.433891370056,19747.962530363275,-16845.01526414278,19964.702570362624,40.22522008816013,10851.0,49,49
5,N,718092,768682,-16998.692945183167,20141.590050362927,-16845.01526414278,19964.702570362624,-17152.37062622355,20318.47753036323,45.24053481211812,11358.5,48,48
5,N,768682,768664,-17416.292332275785,20623.8282903631,-17152.37062622355,20318.47753036323,-17680.21403832802,20929.17905036297,50.01539103675431,12269.0,48,48
5,N,768664,768655,-17791.795192878428,21056.41781036286,-17680.21403832802,20929.17905036297,-17903.376347428835,21183.65657036275,49.75116406226037,12010.5,48,48
5,N,768655,759617,-18254.39590511111,21683.149410362865,-17903.376347428835,21183.65657036275,-18605.41546279338,22182.642250362976,56.410704894384395,9364.0,48,48
5,N,759617,718394,-18705.33131482258,22309.324410363086,-18605.41546279338,22182.642250362976,-18805.247166851776,22436.00657036319,65.48871732561749,5985.5,12,12
5,N,718394,759834,-19122.884593999555,22859.80181036301,-18805.247166851776,22436.00657036319,-19440.522021147335,23283.597050362823,65.42731382688872,4951.5,12,12
5,N,759834,759626,-19586.223032873993,23459.482650362886,-19440.522021147335,23283.597050362823,-19731.92404460065,23635.36825036295,62.92784443485888,4325.5,12,12
5,N,759626,759636,-20912.01002375916,25049.85583036297,-19731.92404460065,23635.36825036295,-22092.096002917668,26464.34341036299,61.662676036356686,5768.0,26,26
5,N,759636,774092,-22389.445947419383,26871.997250362823,-22092.096002917668,26464.34341036299,-22686.795891921098,27279.651090362655,61.38367375103505,7246.0,29,29
5,N,774092,718404,-23028.732190328643,27739.23571036268,-22686.795891921098,27279.651090362655,-23370.668488736188,28198.8203303627,64.84398397568725,7239.0,29,29
5,N,718404,775535,-23798.642156726448,28528.16055036291,-23370.668488736188,28198.8203303627,-24226.615824716708,28857.500770363116,64.84398397568725,7239.0,29,29
5,N,775535,763641,-24434.23976642757,29294.598750362962,-24226.615824716708,28857.500770363116,-24641.863708138437,29731.696730362808,65.8243057629143,3349.0,50,50
5,N,763641,775520,-24695.625537148968,29791.69821036279,-24641.863708138437,29731.696730362808,-24749.387366159503,29851.699690362773,65.8243057629143,3349.0,50,50
5,N,775520,716007,-25512.519469037175,30222.896230362898,-24749.387366159503,29851.699690362773,-26275.65157191485,30594.092770363022,63.02112389979689,1477.0,50,50
5,N,716007,759648,-27648.83749952595,31867.64923036292,-26275.65157191485,30594.092770363022,-29022.023427137054,33141.20569036282,63.23871422923889,3831.5,50,50
5,N,759648,768138,-29147.160308727725,33347.81561036283,-29022.023427137054,33141.20569036282,-29272.297190318397,33554.42553036284,65.71394801868882,7083.0,50,50
5,N,768138,769091,-29842.46766848778,34965.74049036296,-29272.297190318397,33554.42553036284,-30412.638146657166,36377.05545036308,65.77907059314954,6982.5,50,50
5,N,769091,759654,-30652.722060600812,37195.981030363095,-30412.638146657166,36377.05545036308,-30892.805974544463,38014.90661036312,65.55276461368817,5824.5,50,50
5,N,759654,759666,-31243.180021415606,38904.353410363066,-30892.805974544463,38014.90661036312,-31593.55406828675,39793.80021036301,65.57299956021674,5561.5,50,50
5,N,759666,716017,-31810.445700933604,40198.05879036311,-31593.55406828675,39793.80021036301,-32027.337333580454,40602.31737036321,64.84013720268558,5149.0,50,50
5,N,716017,769029,-32308.180644475528,40890.580510363114,-32027.337333580454,40602.31737036321,-32589.023955370598,41178.843650363015,66.76554973829806,4911.0,50,50
5,N,769029,769042,-32767.41547890563,41340.758590363155,-32589.023955370598,41178.843650363015,-32945.80700244066,41502.673530363296,68.69823122169679,3555.0,50,50
5,N,769042,769054,-33150.66446924575,41630.19059036327,-32945.80700244066,41502.673530363296,-33355.52193605084,41757.70765036325,69.56198456143026,1988.5,50,50
5,N,769054,759672,-33944.32001192217,42677.04387036327,-33355.52193605084,41757.70765036325,-34533.1180877935,43596.38009036329,66.9500291314937,2068.0,50,50
5,N,759672,759677,-34953.94502894241,45750.7003903633,-34533.1180877935,43596.38009036329,-35374.77197009134,47905.02069036331,63.55595889799489,1878.0,50,50
5,S,762398,715898,20552.100302139992,-20988.86788963675,20883.24734841305,-21204.105109636726,20220.953255866934,-20773.63066963677,48.91208701517047,7641.5,21,21
5,S,715898,716898,19988.79990332137,-20622.847729636997,20220.953255866934,-20773.63066963677,19756.646550775804,-20472.06478963723,49.170829398313145,6882.5,21,21
5,S,716898,763748,19098.87103390956,-20042.480909637,19756.646550775804,-20472.06478963723,18441.095517043315,-19612.897029636773,48.09851746656119,6186.5,21,21
5,S,763748,763706,17924.410220393882,-19275.82006963672,18441.095517043315,-19612.897029636773,17407.724923744452,-18938.743109636667,33.70541939489242,5480.0,18,18
5,S,763706,716907,17079.06770488725,-18715.936129636815,17407.724923744452,-18938.743109636667,16750.410486030047,-18493.129149636967,21.62280692366391,5663.0,18,18
5,S,716907,716906,16537.207486591335,-18309.896429636865,16750.410486030047,-18493.129149636967,16324.004487152622,-18126.66370963676,24.89667055047854,6790.5,18,18
5,S,716906,716908,15971.740015762423,-17730.754129636938,16324.004487152622,-18126.66370963676,15619.475544372224,-17334.844549637113,27.552129022935127,7064.0,18,18
5,S,716908,716912,15120.818442528598,-16795.554809637026,15619.475544372224,-17334.844549637113,14622.16134068497,-16256.265069636935,26.461171124113786,6872.0,28,28
5,S,716912,715920,14048.578876797372,-15266.57460963697,14622.16134068497,-16256.265069636935,13474.996412909773,-14276.884149637004,24.781163021769103,5502.0,28,28
5,S,715920,763990,13003.681304722264,-13475.101849637202,13474.996412909773,-14276.884149637004,12532.366196534755,-12673.3195496374,28.712664460372668,5927.0,28,28
5,S,763990,716916,12284.8128003442,-12453.573869637334,12532.366196534755,-12673.3195496374,12037.259404153647,-12233.828189637268,28.308154179319004,8027.5,28,28
5,S,716916,716918,11951.590897891485,-12159.91170963722,12037.259404153647,-12233.828189637268,11865.922391629321,-12085.99522963717,24.969899411121308,7804.5,28,28
5,S,716918,716895,11521.035186655397,-11771.961509637076,11865.922391629321,-12085.99522963717,11176.147981681474,-11457.92778963698,26.861683657457846,8498.5,28,28
5,S,716895,715929,11027.449955472795,-11021.55338963689,11176.147981681474,-11457.92778963698,10878.751929264115,-10585.1789896368,29.971440444076865,9381.5,28,28
5,S,715929,716920,10746.97550789893,-10320.627009636752,10878.751929264115,-10585.1789896368,10615.199086533743,-10056.0750296367,32.47023257752677,8549.5,28,28
5,S,716920,768523,10389.639165847706,-9763.136449636737,10615.199086533743,-10056.0750296367,10164.079245161669,-9470.197869636773,35.82428253840965,7441.0,28,28
5,S,768523,716922,9925.747431991458,-9219.672209636905,10164.079245161669,-9470.197869636773,9687.415618821247,-8969.146549637035,33.37869106847065,7325.0,13,13
5,S,716922,763980,9407.771113719115,-8635.910129637174,9687.415618821247,-8969.146549637035,9128.126608616984,-8302.67370963731,34.40887181009899,7467.5,13,13
5,S,763980,716924,9007.738842281771,-8151.055869637276,9128.126608616984,-8302.67370963731,8887.35107594656,-7999.438029637242,45.10455886216795,7792.0,13,13
5,S,716924,718364,8588.848433566895,-7580.874829637269,8887.35107594656,-7999.438029637242,8290.345791187226,-7162.311629637295,49.690893213058956,9226.5,13,13
5,S,718364,716928,8008.995293225331,-6876.386209637026,8290.345791187226,-7162.311629637295,7727.644795263434,-6590.460789636757,52.73520500815462,9759.5,13,13
5,S,716928,718085,7544.089185236747,-6388.025369636887,7727.644795263434,-6590.460789636757,7360.533575210059,-6185.589949637017,55.440833658670456,8928.5,13,13
5,S,718085,716930,7132.529935023812,-6057.571949637117,7360.533575210059,-6185.589949637017,6904.526294837565,-5929.553949637218,47.70292326719027,7429.0,13,13
5,S,716930,715947,6670.390301941658,-5829.588589637284,6904.526294837565,-5929.553949637218,6436.254309045752,-5729.623229637351,45.145938478556644,6546.0,13,13
5,S,715947,716934,5960.512841008348,-5476.14758963702,6436.254309045752,-5729.623229637351,5484.771372970944,-5222.6719496366895,50.435457242210965,7584.5,13,13
5,S,716934,716936,5141.682376686101,-5211.039009636794,5484.771372970944,-5222.6719496366895,4798.5933804012575,-5199.406069636898,58.94764113480831,10028.5,13,13
5,S,716936,759700,4502.257810031879,-5150.814889636978,4798.5933804012575,-5199.406069636898,4205.9222396625,-5102.223709637057,67.26792800498681,12880.0,13,13
5,S,759700,759707,3758.0299523473823,-4871.346029637018,4205.9222396625,-5102.223709637057,3310.1376650322645,-4640.468349636979,67.10642643426158,13161.5,16,16
5,S,759707,716938,2758.179813328631,-4422.0585096371,3310.1376650322645,-4640.468349636979,2206.221961624997,-4203.648669637221,58.650584173276926,8221.0,16,16
5,S,716938,716939,2149.417010217458,-3514.9118296371535,2206.221961624997,-4203.648669637221,2092.612058809919,-2826.174989637086,49.908266151283236,6063.5,16,16
5,S,716939,716940,2264.8251217216184,-2471.231169637057,2092.612058809919,-2826.174989637086,2437.0381846333175,-2116.287349637028,57.41796459103776,7585.5,45,45
5,S,716940,716941,2449.026242560091,-1585.847549637137,2437.0381846333175,-2116.287349637028,2461.014300486864,-1055.4077496372463,65.34489420388267,7491.5,47,47
5,S,716941,716943,2445.890904332454,-961.2310296373313,2461.014300486864,-1055.4077496372463,2430.767508178043,-867.0543096374163,65.04492089546149,7491.5,47,47
5,S,716943,716944,2307.198295700863,-290.30538963738024,2430.767508178043,-867.0543096374163,2183.629083223683,286.44353036265585,65.04492089546149,7491.5,47,47
5,S,716944,716946,1953.8272343483543,930.7080303626868,2183.629083223683,286.44353036265585,1724.0253854730254,1574.9725303627179,63.43874634357448,7626.0,54,54
5,S,716946,716949,1454.6168375235713,1700.4858303630087,1724.0253854730254,1574.9725303627179,1185.2082895741173,1825.9991303632996,62.1354225715022,7762.0,54,54
5,S,716949,718370,698.26259816603,2216.2870503630784,1185.2082895741173,1825.9991303632996,211.31690675794258,2606.5749703628567,49.8570240526018,10372.5,54,54
5,S,718370,716955,-27.66041722274211,2896.173950362947,211.31690675794258,2606.5749703628567,-266.6377412034268,3185.772930363037,34.754884590831864,13466.0,5,5
5,S,716955,718375,-481.7772730761815,3487.1718303629973,-266.6377412034268,3185.772930363037,-696.9168049489361,3788.5707303629574,33.41048079836507,11842.0,5,5
5,S,718375,718376,-895.2269478088281,3995.4032903627995,-696.9168049489361,3788.5707303629574,-1093.5370906687199,4202.235850362642,28.710979688369406,9306.5,5,5
5,S,718376,716958,-1628.4811216995427,4579.054050362812,-1093.5370906687199,4202.235850362642,-2163.4251527303654,4955.8722503629815,22.026202010522837,8892.5,5,5
5,S,716958,716960,-2423.4737939138604,5344.2120703629325,-2163.4251527303654,4955.8722503629815,-2683.522435097355,5732.551890362884,24.215129261999962,8746.0,5,5
5,S,716960,718089,-2790.4927981372625,6014.525450362848,-2683.522435097355,5732.551890362884,-2897.46316117717,6296.4990103628115,27.47651145604789,8821.0,5,5
5,S,718089,718379,-3155.6674857565963,7323.37035036303,-2897.46316117717,6296.4990103628115,-3413.8718103360225,8350.24169036325,27.39849282035643,10089.0,25,25
5,S,718379,718090,-3497.0504891823316,8741.364510363292,-3413.8718103360225,8350.24169036325,-3580.2291680286407,9132.487330363336,30.784129205050057,11435.5,25,25
5,S,718090,759747,-4081.5605289487253,9579.882410363287,-3580.2291680286407,9132.487330363336,-4582.89188986881,10027.277490363236,34.02706589544678,10799.5,25,25
5,S,759747,764417,-4757.0875931295395,10355.114890363282,-4582.89188986881,10027.277490363236,-4931.283296390268,10682.95229036333,30.234438427656535,9290.0,25,25
5,S,764417,716965,-4951.063591970165,10707.220050362965,-4931.283296390268,10682.95229036333,-4970.8438875500615,10731.4878103626,28.517830139486172,8920.0,25,25
5,S,716965,759762,-5262.384234748994,10998.37751036268,-4970.8438875500615,10731.4878103626,-5553.924581947925,11265.26721036276,28.502670202687415,9145.5,25,25
5,S,759762,759772,-5616.400806913286,11319.31307036275,-5553.924581947925,11265.26721036276,-5678.877031878647,11373.358930362741,28.13547702500975,9174.0,25,25
5,S,759772,759783,-5917.808247944346,11782.237290363042,-5678.877031878647,11373.358930362741,-6156.739464010043,12191.115650363343,32.771784381217856,9420.5,25,25
5,S,759783,716977,-6567.238232176311,12646.525770363227,-6156.739464010043,12191.115650363343,-6977.7370003425785,13101.935890363111,37.139206993617506,9324.5,25,25
5,S,716977,716975,-7109.974500859602,13203.07011036286,-6977.7370003425785,13101.935890363111,-7242.212001376624,13304.20433036261,37.60788565833403,8443.5,25,25
5,S,716975,716979,-7735.151721747443,13721.76565036274,-7242.212001376624,13304.20433036261,-8228.091442118262,14139.326970362872,37.13676041651452,8036.0,25,25
5,S,716979,716983,-8651.408210683036,14534.846930362888,-8228.091442118262,14139.326970362872,-9074.72497924781,14930.366890362902,36.548209974047694,8595.5,32,32
5,S,716983,716986,-9449.30568154809,15506.05827036284,-9074.72497924781,14930.366890362902,-9823.88638384837,16081.749650362779,37.40521909940303,9113.0,32,32
5,S,716986,716989,-10347.672299424152,16629.7223503627,-9823.88638384837,16081.749650362779,-10871.458214999933,17177.695050362618,40.4443736606007,9194.5,49,49
5,S,716989,716991,-11146.169173186003,17217.658930362963,-10871.458214999933,17177.695050362618,-11420.880131372072,17257.622810363308,45.04943262141859,9320.0,49,49
5,S,716991,716993,-11889.336548823176,17477.813770363042,-11420.880131372072,17257.622810363308,-12357.79296627428,17698.004730362773,47.755321912544495,8672.0,49,49
5,S,716993,716996,-12857.971629317068,17731.289410362973,-12357.79296627428,17698.004730362773,-13358.150292359855,17764.574090363178,46.552267311578476,7844.0,49,49
5,S,716996,716999,-13501.960879567458,17796.188970363248,-13358.150292359855,17764.574090363178,-13645.771466775059,17827.803850363318,48.46984713382565,8037.5,49,49
5,S,716999,717001,-14215.619189538878,18056.176830362958,-13645.771466775059,17827.803850363318,-14785.466912302698,18284.549810362594,50.56294547993845,8787.0,49,49
5,S,717001,717002,-15404.511780481536,18639.27099036279,-14785.466912302698,18284.549810362594,-16023.556648660375,18993.992170362988,51.301990594779554,13650.5,49,49
